id,name,members,value,highalch,lowalch,limit,examine
2259,Cheese+tom batta,True,2,1,1,6000,This smells really good.
5755,Chef's delight,True,2,1,1,2000,"A fruity, full-bodied ale."
8526,Chef's delight (flatpack),True,10,6,4,500,How does it all fit in there?
5833,Chef's delight(4),True,1,1,1,2000,This keg contains 4 pints of Chef's Delight.
5757,Chef's delight(m),True,2,1,1,2000,This looks a good deal stronger than normal Chef's Delight.
5913,Chef's delight(m4),True,1,1,1,2000,This keg contains 4 pints of mature Chef's Delight.
1949,Chef's hat,False,2,1,1,150,What a silly hat.
29963,Chichilihui rosé,True,100,60,40,,A light and dry Tlati Rosé that's known for its floral elegance.
29947,Chilhuac red,True,400,240,160,,A smoky and spicy Tlati Red that's known for its dark colour.
7062,Chilli con carne,True,13,7,5,13000,A bowl of meat in chilli-con-carne sauce.
7054,Chilli potato,True,13,7,5,13000,A baked potato with chilli con carne.
10033,Chinchompa,True,140,84,56,7000,Handle with care.
1755,Chisel,False,1,1,1,40,Good for detailed Crafting.
29643,Chitin,True,1,1,1,,A fibrous substance used to create powerful potions.
2074,Choc saturday,True,30,18,12,2000,A warm creamy alcoholic beverage.
6794,Choc-ice,True,30,18,12,6000,Better eat this before it melts.
2209,Chocchip crunchies,True,2,1,1,6000,Yum... smells good.
1973,Chocolate bar,False,10,6,4,13000,Mmmmmmm chocolate.
2185,Chocolate bomb,True,2,1,1,6000,"Full of creamy, chocolately goodness."
1897,Chocolate cake,False,70,42,28,6000,This looks very tasty.
1975,Chocolate dust,False,2,1,1,13000,It's ground up chocolate.
7074,Chopped garlic,True,7,4,2,13000,A bowl of chopped garlic.
1871,Chopped onion,True,3,1,1,11000,A mixture of onions in a bowl.
1869,Chopped tomato,True,3,1,1,11000,A mixture of tomatoes in a bowl.
7086,Chopped tuna,True,104,62,41,13000,A bowl of finely chopped tuna.
1873,Chopped ugthanki,True,5,3,2,11000,Strips of ugthanki meat in a bowl.
962,Christmas cracker,False,1,1,1,4,I need to pull this.
28276,Chromium ingot,True,50000,30000,20000,8,A dense clump of corroded metal.
30002,Chugging barrel (disassembled),True,1000,600,400,5,Can be assembled to consume multiple potions.
5763,Cider,True,2,1,1,2000,A glass of cider.
8518,Cider barrel (flatpack),True,10,6,4,500,How does it all fit in there?
5849,Cider(4),True,1,1,1,2000,This keg contains 4 pints of Cider.
5929,Cider(m4),True,1,1,1,2000,This keg contains 4 pints of mature Cider.
6169,Circular hide,True,60,36,24,11000,A toughened chunk of dagannoth hide.
9644,Citizen shoes,True,5,3,2,150,Ghetto disguise!
9640,Citizen top,True,5,3,2,150,Ghetto disguise!
9642,Citizen trousers,True,5,3,2,150,Ghetto disguise!
28824,Civitas illa fortis teleport,True,1,1,1,,A teleport to Civitas illa Fortis.
27667,Claws of callisto,True,80000,48000,32000,,"The claws of a great bear. They seem to maintain some of his power, somehow."
434,Clay,False,1,1,1,13000,Some hard dry clay.
3188,Cleaning cloth,True,60,36,24,40,A spirit soaked piece of silk which can be used to remove poison.
7451,Cleaver,True,25600,15360,10240,50,An effective tool for chopping tough meat.
3105,Climbing boots,True,12,7,4,200,Boots made for climbing.
23413,Climbing boots (g),True,75000,45000,30000,4,Boots made for climbing. Nice trim!
8792,Clockwork,True,500,300,200,11000,A clockwork mechanism.
28163,Clothes pouch,True,1,1,1,,A pouch for your dirty work clothes!
28166,Clothes pouch blueprint,True,100,60,40,,A step-by-step guide to crafting your very own clothes pouch!
12789,Clue box,True,10,6,4,50,Protects your clue scroll if you die.
453,Coal,False,45,27,18,13000,Hmm a non-renewable energy source!
2026,Cocktail glass,True,1,1,1,13000,For sipping cocktails.
2023,Cocktail guide,True,2,1,1,15,A book on tree gnome cocktails.
2025,Cocktail shaker,True,2,1,1,40,Used for mixing cocktails.
5974,Coconut,True,87,52,34,11000,It's a coconut.
5935,Coconut milk,True,1,1,1,11000,A vial filled with coconut milk
339,Cod,True,10,6,4,6000,Some nicely cooked cod.
1169,Coif,False,200,120,80,125,Light weight head protection.
30040,Colossal wyrm teleport scroll,True,10,6,4,,A teleport to the Colossal Wyrm Remains in the Avium Savannah.
11126,Combat bracelet,True,21040,12624,8416,10000,You will need to recharge the bracelet at the Legends Guild.
11118,Combat bracelet(4),True,21040,12624,8416,10000,A handy way to get around.
11972,Combat bracelet(6),True,21040,12624,8416,10000,A handy way to get around.
11447,Combat mix(1),True,52,31,20,2000,One dose of fishy combat potion.
11445,Combat mix(2),True,105,63,42,2000,Two doses of fishy combat potion.
13064,Combat potion set,True,70,42,28,2000,"A set containing 4-dose vials of Attack, Strength and Defence potions."
9745,Combat potion(1),True,52,31,20,2000,1 dose of combat potion.
9743,Combat potion(2),True,105,63,42,2000,2 doses of combat potion.
9741,Combat potion(3),True,160,96,64,2000,3 doses of combat potion.
9739,Combat potion(4),True,215,129,86,2000,4 doses of combat potion.
10121,Common kebbit fur,True,12,7,4,10000,Common fur from a common kebbit.
22829,Common tench,True,3,1,1,13000,The most common of the tench.
4827,Comp ogre bow,True,180,108,72,70,A composite ogre bow.
6032,Compost,True,20,12,8,2000,"Good for plants, helps them grow."
6476,Compost potion(1),True,30,18,12,50,Pour this on compost to turn it into super-compost.
6474,Compost potion(2),True,60,36,24,50,Pour this on compost to turn it into super-compost.
6472,Compost potion(3),True,90,54,36,50,Pour this on compost to turn it into super-compost.
6470,Compost potion(4),True,120,72,48,50,Pour this on compost to turn it into super-compost.
26266,Condensed gold,True,8000000,4800000,3200000,,The gold standard of gold.
31106,Confliction gauntlets,True,400000,240000,160000,,"A finely crafted pair of gloves, infused with magic power."
30816,Contract of bloodied blows,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30831,Contract of catalyst acquisition,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30819,Contract of divine severance,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30840,Contract of familiar acquisition,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30822,Contract of forfeit breath,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30810,Contract of glyphic attenuation,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30837,Contract of harmony acquisition,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30825,Contract of oathplate acquisition,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30813,Contract of sensory clouding,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30828,Contract of shard acquisition,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
30834,Contract of worm acquisition,True,75000,,,50,A contract issued by Yama. Present it to him to discuss some new terms.
29131,Cooked barb-tailed kebbit,True,4,2,1,10000,"Mmm, this looks tasty."
2140,Cooked chicken,False,4,2,1,6000,Mmm this looks tasty.
2878,Cooked chompy,True,130,78,52,6000,It might look delicious to an ogre.
7228,Cooked chompy (roasted),True,85,51,34,100,Roasted chompy bird.
29134,Cooked dashing kebbit,True,4,2,1,6000,I should eat this quickly.
7521,Cooked giant crab meat,True,50,30,20,6000,Nice and tasty!
29149,Cooked graahk,True,4,2,1,10000,"Mmm, this looks tasty."
7568,Cooked jubbly,True,150,90,60,10000,Lovely Jubbly!
3144,Cooked karambwan,True,250,150,100,10000,Cooked octopus. It looks very nutritious.
29152,Cooked kyatt,True,4,2,1,10000,"Mmm, this looks tasty."
29146,Cooked larupia,True,4,2,1,10000,"Mmm, this looks tasty."
2142,Cooked meat,False,4,2,1,6000,Mmm this looks tasty.
29143,Cooked moonlight antelope,True,4,2,1,6000,"Mmm, this looks tasty."
24785,Cooked mystery meat,True,4,2,1,,I don't want to think about what kind of meat it is.
2343,Cooked oomlie wrap,True,35,21,14,15,Deliciously cooked oomlie meat in a palm leaf pouch.
29137,Cooked pyre fox,True,4,2,1,10000,"Mmm, this looks tasty."
3228,Cooked rabbit,True,4,2,1,6000,Mmm this looks tasty.
3381,Cooked slimy eel,True,1,1,1,6000,"A cooked slimy eel - not delicious, but pretty nutritious."
29140,Cooked sunlight antelope,True,4,2,1,10000,"Mmm, this looks tasty."
5988,Cooked sweetcorn,True,9,5,3,11000,Delicious cooked sweetcorn.
29128,Cooked wild kebbit,True,4,2,1,10000,"Mmm, this looks tasty."
1955,Cooking apple,False,1,1,1,13000,Keeps the doctor away.
436,Copper ore,False,3,1,1,13000,This needs refining.
7466,Cornflour,False,1,1,1,15,It's cornflour.
28537,Corrupted armadyl godsword,True,250000,150000,100000,,"A beautiful, heavy sword."
29599,Corrupted dark bow,True,250000,150000,100000,,A bow from an even darker dimension.
28534,Corrupted dragon claws,True,250000,150000,100000,,A set of fighting claws.
28545,Corrupted scythe of vitur (uncharged),True,250000,150000,100000,,A powerful scythe. It is currently uncharged.
28549,Corrupted tumeken's shadow (uncharged),True,250000,150000,100000,,An ancient staff created using a higher power.
28540,Corrupted twisted bow,True,250000,150000,100000,,A mystical bow carved from the twisted remains of the Great Olm.
28531,Corrupted voidwaker,True,250000,150000,100000,,A truly fearsome weapon.
29602,Corrupted volatile nightmare staff,True,250000,150000,100000,,An ancient staff corrupted by darkness. A volatile orb has been added to it.
564,Cosmic rune,False,50,30,20,18000,Used for enchant spells.
1454,Cosmic talisman,True,4,2,1,11000,A mysterious power emanates from the talisman...
5539,Cosmic tiara,True,100,60,40,40,A tiara infused with the properties of the cosmos.
31460,Cotton boll,True,100,60,40,,I should use this with a spinning wheel.
31545,Cotton seed,True,5,3,2,2000,A cotton plant seed - plant in a hops patch.
31469,Cotton yarn,True,120,72,48,13000,Spun from cotton bolls.
1739,Cowhide,False,2,1,1,13000,I should take this to the tannery.
31708,Crab paste,True,300,180,120,13000,A paste made by crushing a crab.
22547,Craw's bow (u),True,120000,72000,48000,8,This bow once belonged to a formidable follower of Armadyl.
632,Cream boots,True,200,120,80,150,"They're soft, silky and cream."
662,Cream hat,True,160,96,64,150,A silly cream pointed hat.
652,Cream robe bottoms,True,180,108,72,150,Made by Tree Gnomes with a thing for cream.
642,Cream robe top,True,180,108,72,150,"The ultimate in gnome design, now in cream!"
20243,Crier bell,True,5000,3000,2000,4,For whom?
20240,Crier coat,True,5000,3000,2000,4,Don't shoot the messenger!
12319,Crier hat,True,5000,3000,2000,4,Hear ye! Hear ye!
837,Crossbow,False,70,42,28,125,This fires crossbow bolts.
9438,Crossbow string,True,1,1,1,11000,A string for a crossbow.
8496,Crude chair (flatpack),True,10,6,4,500,How does it all fit in there?
2165,Crunchy tray,True,10,6,4,40,A shallow tray used for baking crunchies in.
30848,Crushed infernal shale,True,80,48,32,25000,Speckled with smouldering rock.
6693,Crushed nest,True,200,120,80,11000,A crushed bird's nest.
21975,Crushed superior dragon bones,True,50,30,20,11000,Ground up superior dragon bones.
28220,Crystal 2h axe,False,520000,312000,208000,,A woodcutter's axe.
28223,Crystal 2h axe (inactive),False,520000,312000,208000,,A woodcutter's axe.
23956,Crystal armour seed,True,500000,300000,200000,100,A seed to be sung into the finest crystal armour.
8624,Crystal ball (flatpack),True,10,6,4,500,How does it all fit in there?
24000,Crystal grail,True,30000,18000,12000,,Smells of victory.
989,Crystal key,True,150,90,60,11000,A mysterious key for a mysterious chest.
8628,Crystal of power (flatpack),True,10,6,4,500,How does it all fit in there?
23953,Crystal tool seed,True,500000,300000,200000,100,A seed to be sung into the best tools of the craft.
4207,Crystal weapon seed,True,1,1,1,70,A seed to be sung into the finest crystal weapons.
4460,Cup of hot water,True,10,6,4,13000,It's hot!
1978,Cup of tea,True,10,6,4,2000,A nice cup of tea.
4458,Cup of water,True,10,6,4,13000,A cup of water.
32892,Cupronickel bar,True,28,16,11,,It's a bar of cupronickel.
10820,Cured yak-hide,True,100,60,40,13000,Ready to be cut and sewn into armour.
2011,Curry,True,20,12,8,10000,It's a spicy hot curry.
5970,Curry leaf,True,19,11,7,11000,I could make a spicy curry with this.
5499,Curry sapling,True,1,1,1,200,This sapling is ready to be replanted in a fruit tree patch.
5286,Curry tree seed,True,39,23,15,200,Plant in a plantpot of soil to grow a sapling.
29486,Cursed amulet of magic,False,900,540,360,125,An cursed amulet of magic.
19915,Cyclops head,True,5000,3000,2000,4,You'd expect this to interfere with your 3D vision.
6729,Dagannoth bones,True,150,90,60,7500,These would feed a dogfish for months!
6155,Dagannoth hide,True,60,36,24,11000,A sturdy piece of dagannoth hide.
24288,Dagon'hai hat,True,17000,10200,6800,,A hat worn by members of the Dagon'hai.
24294,Dagon'hai robe bottom,True,90000,54000,36000,,A robe worn by members of the Dagon'hai.
24291,Dagon'hai robe top,True,140000,84000,56000,,A robe worn by members of the Dagon'hai.
24333,Dagon'hai robes set,True,217000,130200,86800,,"A set containing a Dagon'hai hat, robe top and robe bottom."
19665,Damaged monkey tail,True,2,1,1,13000,"Smells like the north end of a southbound monkey, because it is."
12777,Dareeyak teleport (tablet),True,1,1,1,10000,"A teleport to Dareeyak, in level 23 Wilderness."
11235,Dark bow,True,120002,72001,48000,8,A bow from a darker dimension.
19970,Dark bow tie,True,5000,3000,2000,4,Bow ties are cool.
2641,Dark cavalier,True,200,120,80,4,All for one and one for all!
11936,Dark crab,True,320,192,128,10000,This looks tricky to eat.
11940,Dark fishing bait,True,3,1,1,8000,What on earth would eat this?
12528,Dark infinity colour kit,True,5000,3000,2000,4,Use on infinity pieces to recolour them!
10115,Dark kebbit fur,True,210,126,84,10000,"Sleek, silent and furry."
19964,Dark trousers,True,6000,3600,2400,4,Dark tuxedo trousers with white stockings.
19961,Dark tuxedo cuffs,True,3000,1800,1200,4,Linked tuxedo cuffs with a dark trim.
19958,Dark tuxedo jacket,True,10000,6000,4000,4,A dark tuxedo jacket with a white shirt.
19967,Dark tuxedo shoes,True,3000,1800,1200,4,Dark shoes to match your dark tuxedo.
10127,Dashing kebbit fur,True,270,162,108,10000,Nature's equivalent of go-faster stripes.
560,Death rune,False,180,108,72,25000,Used for medium level missile spells.
1456,Death talisman,True,4,2,1,11000,A mysterious power emanates from the talisman...
5547,Death tiara,True,100,60,40,40,A tiara infused with the properties of death.
12540,Deerstalker,True,2300,1380,920,4,Elementary!
11459,Defence mix(1),True,60,36,24,2000,One dose of fishy Defence potion.
11457,Defence mix(2),True,90,54,36,2000,Two doses of fishy Defence potion.
137,Defence potion(1),True,60,36,24,2000,1 dose of Defence potion.
135,Defence potion(2),True,90,54,36,2000,2 doses of Defence potion.
133,Defence potion(3),True,120,72,48,2000,3 doses of Defence potion.
2432,Defence potion(4),True,150,90,60,2000,4 doses of Defence potion.
23294,Demon feet,False,1000,600,400,4,Vicious demon slippers.
31111,Demon tear,True,500,300,200,13000,A strange glowing tear.
30800,Demonic tallow,True,500,300,200,11000,Somebody's been avoiding their cardio...
1837,Desert boots,True,20,12,8,150,Comfortable desert shoes.
10063,Desert camo legs,True,20,12,8,,These should make me harder to spot in desert areas.
28854,Desert camo legs (equipped),True,20,12,8,,These should make me harder to spot in desert areas.
10061,Desert camo top,True,20,12,8,,This should make me harder to spot in desert areas.
28851,Desert camo top (equipped),True,20,12,8,,This should make me harder to spot in desert areas.
10123,Desert devil fur,True,17,10,6,10000,Sandy coloured kebbit fur.
9735,Desert goat horn,True,12,7,4,13000,Not much good for blowing.
6390,Desert legs,True,25,15,10,150,Better than factor 50 sun cream.
1835,Desert robe,True,40,24,16,150,"A cool, light desert robe."
6386,Desert robes,True,25,15,10,150,Has a coarse hard wearing texture.
1833,Desert shirt,True,40,24,16,150,"A cool, light desert shirt."
6384,Desert top,True,15,9,6,150,A bit itchy.
6388,Desert top (overcoat),True,35,21,14,150,Good for those cold desert nights.
22954,Devout boots,True,20000,12000,8000,70,A pair of Devout Boots.
21034,Dexterous prayer scroll,True,80000,48000,32000,5,Scrawled words that can invoke the power of the gods.
12877,Dharok's armour set,True,400000,240000,160000,8,"A set containing a Dharok's helm, platelegs, platebody and greataxe."
4718,Dharok's greataxe,True,208000,124800,83200,15,Dharok the Wretched's greataxe.
4890,Dharok's greataxe 0,True,208000,124800,83200,15,Dharok the Wretched's greataxe.
4716,Dharok's helm,True,103000,61800,41200,15,Dharok the Wretched's helm.
4884,Dharok's helm 0,True,103000,61800,41200,15,Dharok the Wretched's helm.
4720,Dharok's platebody,True,280000,168000,112000,15,Dharok the Wretched's platebody armour.
4896,Dharok's platebody 0,True,280000,168000,112000,15,Dharok the Wretched's platebody armour.
4722,Dharok's platelegs,True,275000,165000,110000,15,Dharok the Wretched's plate leg armour.
4902,Dharok's platelegs 0,True,275000,165000,110000,15,Dharok the Wretched's plate leg armour.
30773,Diabolic worms,True,90,54,36,8000,"Their subtle, pulsing glow would be great for catching anglerfish."
1601,Diamond,False,2000,1200,800,11000,This looks valuable.
1700,Diamond amulet,False,3525,2115,1410,10000,I wonder if I can get this enchanted.
1681,Diamond amulet (u),False,3525,2115,1410,10000,It needs a string so I can wear it.
9192,Diamond bolt tips,True,133,79,53,11000,Diamond bolt tips.
9340,Diamond bolts,True,192,115,76,11000,Diamond tipped Adamantite crossbow bolts.
9243,Diamond bolts (e),True,211,126,84,11000,Enchanted Diamond tipped Adamantite Crossbow Bolts.
11092,Diamond bracelet,True,3825,2295,1530,10000,I wonder if this is valuable.
21969,Diamond dragon bolts,True,850,510,340,11000,"Dragon crossbow bolts, tipped with diamond."
21946,Diamond dragon bolts (e),True,880,528,352,11000,"Enchanted Dragon crossbow bolts, tipped with diamond."
1662,Diamond necklace,False,3675,2205,1470,18000,I wonder if this is valuable.
1643,Diamond ring,False,3525,2115,1410,10000,A valuable ring.
12403,Digsite teleport,True,10,6,4,10000,Teleports you to the Digsite.
21015,Dinh's bulwark,True,560000,336000,224000,8,Is it... looking at me?
981,Disk of returning,False,120,72,48,50,Used to get out of Thordur's blackhole.
24644,Divine bastion potion(1),True,180,108,72,2000,1 dose of divine bastion potion.
24641,Divine bastion potion(2),True,360,216,144,2000,2 doses of divine bastion potion.
24638,Divine bastion potion(3),True,540,324,216,2000,3 doses of divine bastion potion.
24635,Divine bastion potion(4),True,720,432,288,2000,4 doses of divine bastion potion.
24632,Divine battlemage potion(1),True,180,108,72,2000,1 dose of divine battlemage potion.
24629,Divine battlemage potion(2),True,360,216,144,2000,2 doses of divine battlemage potion.
24626,Divine battlemage potion(3),True,540,324,216,2000,3 doses of divine battlemage potion.
24623,Divine battlemage potion(4),True,720,432,288,2000,4 doses of divine battlemage potion.
23754,Divine magic potion(1),True,40,24,16,2000,1 dose of divine magic potion.
23751,Divine magic potion(2),True,90,54,36,2000,2 doses of divine magic potion.
23748,Divine magic potion(3),True,170,102,68,2000,3 doses of divine magic potion.
23745,Divine magic potion(4),True,250,150,100,2000,4 doses of divine magic potion.
23742,Divine ranging potion(1),True,40,24,16,2000,1 dose of divine ranging potion.
23739,Divine ranging potion(2),True,90,54,36,2000,2 doses of divine ranging potion.
23736,Divine ranging potion(3),True,170,102,68,2000,3 doses of divine ranging potion.
23733,Divine ranging potion(4),True,250,150,100,2000,4 doses of divine ranging potion.
23706,Divine super attack potion(1),True,40,24,16,2000,1 dose of divine super attack potion.
23703,Divine super attack potion(2),True,90,54,36,2000,2 doses of divine super attack potion.
23700,Divine super attack potion(3),True,170,102,68,2000,3 doses of divine super attack potion.
23697,Divine super attack potion(4),True,250,150,100,2000,4 doses of divine super attack potion.
23694,Divine super combat potion(1),True,40,24,16,2000,1 dose of divine super combat potion.
23691,Divine super combat potion(2),True,90,54,36,2000,2 doses of divine super combat potion.
23688,Divine super combat potion(3),True,170,102,68,2000,3 doses of divine super combat potion.
23685,Divine super combat potion(4),True,250,150,100,2000,4 doses of divine super combat potion.
23730,Divine super defence potion(1),True,40,24,16,2000,1 dose of divine super defence potion.
23727,Divine super defence potion(2),True,90,54,36,2000,2 doses of divine super defence potion.
23724,Divine super defence potion(3),True,170,102,68,2000,3 doses of divine super defence potion.
23721,Divine super defence potion(4),True,250,150,100,2000,4 doses of divine super defence potion.
23718,Divine super strength potion(1),True,40,24,16,2000,1 dose of divine super strength potion.
23715,Divine super strength potion(2),True,90,54,36,2000,2 doses of divine super strength potion.
23712,Divine super strength potion(3),True,170,102,68,2000,3 doses of divine super strength potion.
23709,Divine super strength potion(4),True,250,150,100,2000,4 doses of divine super strength potion.
21143,Dodgy necklace,True,1050,630,420,10000,Lets you get away with it - sometimes.
1573,Doogle leaves,True,2,1,1,15,"A tasty herb, good for seasoning."
8880,Dorgeshuun crossbow,True,2000,1200,800,70,This fires crossbow bolts.
19727,Double eye patch,True,2,1,1,4,A black piece of cloth on a string.
11286,Draconic visage,True,750000,450000,300000,5,It looks like this could be attached to a shield somehow.
7158,Dragon 2h sword,True,220000,132000,88000,8,A two-handed Dragon Sword.
21882,Dragon armour set (lg),True,500000,300000,200000,8,"A set containing a full helm, platebody, legs and kiteshield."
21885,Dragon armour set (sk),True,500000,300000,200000,8,"A set containing a full helm, platebody, skirt and kiteshield."
11212,Dragon arrow,True,800,480,320,11000,An arrow made using a dragon's talon.
11227,Dragon arrow(p),True,800,480,320,11000,Venomous-looking arrows.
11228,Dragon arrow(p+),True,800,480,320,11000,Venomous-looking arrows.
11229,Dragon arrow(p++),True,800,480,320,11000,Venomous-looking arrows.
11237,Dragon arrowtips,True,500,300,200,10000,"Dragon talons, usable as arrowheads."
6739,Dragon axe,True,55000,33000,22000,40,A very powerful axe.
1377,Dragon battleaxe,True,200000,120000,80000,70,A vicious looking axe.
1911,Dragon bitter,True,2,1,1,2000,A glass of bitter.
8524,Dragon bitter (flatpack),True,10,6,4,500,How does it all fit in there?
5809,Dragon bitter(4),True,1,1,1,2000,This keg contains 4 pints of Dragon Bitter.
5745,Dragon bitter(m),True,2,1,1,2000,This looks a good deal stronger than normal Dragon Bitter.
5889,Dragon bitter(m4),True,1,1,1,2000,This keg contains 4 pints of mature Dragon Bitter.
21905,Dragon bolts,True,425,255,170,11000,Dragon crossbow bolts.
21924,Dragon bolts (p),True,430,258,172,11000,Some poisoned dragon bolts.
21926,Dragon bolts (p+),True,435,261,174,11000,Some poisoned dragon bolts.
21928,Dragon bolts (p++),True,440,264,176,11000,Some poisoned dragon bolts.
21930,Dragon bolts (unf),True,141,84,56,13000,Unfeathered dragon crossbow bolts.
536,Dragon bones,True,160,96,64,7500,These would feed a dog for months!
11840,Dragon boots,True,20000,12000,8000,70,These will protect my feet.
22231,Dragon boots ornament kit,True,5000,3000,2000,4,Use on some dragon boots to make them look fancier!
12373,Dragon cane,True,30000,18000,12000,4,An onyx topped cane.
32115,Dragon cannon barrel,True,50000,30000,20000,100,An old part of a dragon cannon.
31916,Dragon cannonball,True,1800,1080,720,11000,Ammo suited for a boat's cannon.
3140,Dragon chainbody,True,250000,150000,100000,70,A series of connected metal rings.
12534,Dragon chainbody ornament kit,True,5000,3000,2000,4,Use on a dragon chainbody to make it look fancier!
13652,Dragon claws,True,205000,123000,82000,8,A set of fighting claws.
21902,Dragon crossbow,True,54000,32400,21600,70,A dragon crossbow.
21921,Dragon crossbow (u),True,30000,18000,12000,10000,An unstrung dragon crossbow.
1215,Dragon dagger,True,30000,18000,12000,70,A powerful dagger.
1231,Dragon dagger(p),True,24000,14400,9600,70,A powerful dagger.
5680,Dragon dagger(p+),True,24000,14400,9600,70,A powerful dagger.
5698,Dragon dagger(p++),True,24000,14400,9600,70,A powerful dagger.
11230,Dragon dart,True,500,300,200,11000,A deadly throwing dart with a dragon tip.
11232,Dragon dart tip,True,250,150,100,11000,A deadly looking dragon dart tip - needs feathers for flight.
11231,Dragon dart(p),True,500,300,200,11000,A deadly poisoned dart with a dragon tip.
11233,Dragon dart(p+),True,500,300,200,11000,A deadly poisoned dart with a dragon tip.
11234,Dragon dart(p++),True,500,300,200,11000,A deadly poisoned dart with a dragon tip.
20143,Dragon defender ornament kit,True,5000,3000,2000,4,Use on the dragon defender to trim it with gold.
28217,Dragon felling axe,True,55000,33000,22000,,A woodcutter's axe.
11335,Dragon full helm,True,150000,90000,60000,8,Protects your head and looks impressive too.
12538,Dragon full helm ornament kit,True,5000,3000,2000,4,Use on a dragon full helm to make it look fancier!
3204,Dragon halberd,True,250000,150000,100000,70,A dragon halberd.
21028,Dragon harpoon,True,55000,33000,22000,5,A very powerful harpoon.
22731,Dragon hasta,True,62400,37440,24960,70,A one-handed dragon hasta.
22734,Dragon hasta(p),True,62400,37440,24960,70,"A poison-tipped, one-handed dragon hasta"
22737,Dragon hasta(p+),True,62400,37440,24960,70,"A poison-tipped, one-handed dragon hasta"
22740,Dragon hasta(p++),True,62400,37440,24960,70,"A poison-tipped, one-handed dragon hasta"
21012,Dragon hunter crossbow,True,80000,48000,32000,8,A crossbow used for dragon hunting.
22978,Dragon hunter lance,True,300000,180000,120000,8,A lance that is exceptionally good at killing dragons and their ilk.
30070,Dragon hunter wand,True,300000,180000,120000,8,A wand that is uniquely attuned to draconic creatures.
11256,Dragon impling jar,True,50,30,20,18000,Dragon impling in a jar.
19484,Dragon javelin,True,450,270,180,11000,A dragon tipped javelin.
19582,Dragon javelin tips,True,1950,1170,780,10000,Needs a shaft.
19486,Dragon javelin(p),True,450,270,180,11000,A dragon tipped javelin.
19488,Dragon javelin(p+),True,450,270,180,11000,A dragon tipped javelin.
19490,Dragon javelin(p++),True,450,270,180,11000,A dragon tipped javelin.
32017,Dragon keel parts,True,37500,22500,15000,100,Parts for creating a dragon keel for a boat.
21895,Dragon kiteshield,True,1600000,960000,640000,70,An ancient and powerful looking Dragon Kiteshield.
22239,Dragon kiteshield ornament kit,True,5000,3000,2000,4,Use on a dragon kiteshield to make it look fancier!
22804,Dragon knife,True,167,100,66,11000,A finely balanced and powerful throwing knife.
22806,Dragon knife(p),True,166,99,66,7000,A finely balanced and powerful throwing knife.
22808,Dragon knife(p+),True,166,99,66,7000,A finely balanced and powerful throwing knife.
22810,Dragon knife(p++),True,166,99,66,7000,A finely balanced and powerful throwing knife.
12536,Dragon legs/skirt ornament kit,True,5000,3000,2000,4,Use on dragon platelegs or plateskirt to make them look fancier!
21918,Dragon limbs,True,35000,21000,14000,10000,A pair of dragon crossbow limbs.
1305,Dragon longsword,True,100000,60000,40000,70,A very powerful sword.
1434,Dragon mace,True,50000,30000,20000,70,A spiky mace.
1149,Dragon med helm,True,100000,60000,40000,8,Makes the wearer pretty intimidating.
22103,Dragon metal lump,True,150000,90000,60000,50,A badly damaged lump of dragon metal.
22097,Dragon metal shard,True,1200000,720000,480000,50,A badly damaged shard of dragon metal.
31996,Dragon metal sheet,True,50000,30000,20000,64,A very old sheet of dragon metal.
22100,Dragon metal slice,True,100000,60000,40000,50,A badly damaged slice of dragon metal.
31406,Dragon nails,True,350,210,140,13000,Keeps things in place fairly permanently.
1664,Dragon necklace,True,18375,11025,7350,10000,I wonder if this is valuable.
11920,Dragon pickaxe,True,97950,58770,39180,40,"If rocks could feel fear, they'd fear this."
12800,Dragon pickaxe upgrade kit,True,1600,960,640,50,Makes a dragon pickaxe more beautiful.
21892,Dragon platebody,True,2000000,1200000,800000,70,Provides excellent protection.
22236,Dragon platebody ornament kit,True,5000,3000,2000,4,Use on a dragon platebody to make it look fancier!
4087,Dragon platelegs,True,270000,162000,108000,70,These look pretty heavy.
4585,Dragon plateskirt,True,270000,162000,108000,70,This looks pretty heavy.
241,Dragon scale dust,True,52,31,20,13000,Finely ground scale of Dragon.
4587,Dragon scimitar,True,100000,60000,40000,70,"A vicious, curved sword."
20002,Dragon scimitar ornament kit,True,5000,3000,2000,4,Use on the dragon scimitar to trim it with gold.
1249,Dragon spear,True,62400,37440,24960,70,A dragon tipped spear.
1263,Dragon spear(p),True,62400,37440,24960,70,A poisoned dragon tipped spear.
5716,Dragon spear(p+),True,62400,37440,24960,70,A poisoned dragon tipped spear.
5730,Dragon spear(p++),True,62400,37440,24960,70,A poisoned dragon tipped spear.
